	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filter
81	"@FrancescaChaouq Leggo qui sotto, i commenti di molti analfabeti, che fingono di non capire il senso del messaggio. Lo abbiamo visto con la gestione della ""pandemia"", quanto sia sacro il lavoro per gli scappati di casa. O ti vaccini o non lavori."	1.0	0.0	2023-09-01 7:53	 leggo qui sotto i commenti di molti analfabeti che fingono di non capire il senso del messaggio lo abbiamo visto con la gestione della pandemia quanto sia sacro il lavoro per gli scappati di casa o ti vaccini o non lavori	vaccini	 leggo qui sotto i commenti di molti analfabeti che fingono di non capire il senso del messaggio lo abbiamo visto con la gestione della pandemia quanto sia sacro il lavoro per gli scappati di casa o ti  o non lavori	leggo qui sotto commenti molti analfabeti fingono capire senso messaggio visto gestione pandemia sacro lavoro scappati casa lavori
83	IL COVID SI CURA ???????? IL COVID SI CURA ???????? IL COVID SI CURA ???????? IL COVID SI CURA ???????? IL COVID SI CURA ????NON FATE TAMPONI. NON FATE VACCINI.	1.0	0.0	2023-09-11 10:58	il covid si cura  il covid si cura  il covid si cura  il covid si cura  il covid si cura non fate tamponi non fate vaccini	vaccini	il covid si cura  il covid si cura  il covid si cura  il covid si cura  il covid si cura non fate tamponi non fate 	covid cura covid cura covid cura covid cura covid cura fate tamponi fate
84	Il governo non ha ancora ragionato sui vaccini... se lo dice il ministro della sanità bisognerà credergli #governo #meloni #vaccini #covid #schillaci	1.0	0.0	2023-09-14 16:46	il governo non ha ancora ragionato sui vaccini se lo dice il ministro della sanità bisognerà credergli governo meloni vaccini covid schillaci	vaccini	il governo non ha ancora ragionato sui  se lo dice il ministro della sanità bisognerà credergli governo meloni  covid schillaci	governo ancora ragionato dice ministro sanità bisognerà credergli governo meloni covid schillaci
85	Il luminare: bene le misure del governo, no alle mascherine a scuola. I vaccini ai fragili https://t.co/XR115s8FK4	1.0	0.0	2023-09-17 6:00	il luminare bene le misure del governo no alle mascherine a scuola i vaccini ai fragili 	vaccini	il luminare bene le misure del governo no alle mascherine a scuola i  ai fragili 	luminare bene misure governo no mascherine scuola fragili
86	Il Nobel per la Medicina 2023 a Karikò e Weissman per gli studi sui vaccini contro il Covid - Biotech - https://t.co/eT1wFGP0qG https://t.co/fyHdGptudE	1.0	0.0	2023-10-02 14:38	il nobel per la medicina  a karikò e weissman per gli studi sui vaccini contro il covid  biotech   	vaccini	il nobel per la medicina  a karikò e weissman per gli studi sui  contro il covid  biotech   	nobel medicina karikò weissman studi covid biotech
87	Il vignettista: «Noi dovremmo spernacchiare il potere, che oggi è il politicamente corretto. Invece se tocchi la Nato, i vaccini, i migranti o i gay qui in Italia sei morto». https://t.co/V5WCnwAlpU	1.0	0.0	2023-10-09 13:51	il vignettista noi dovremmo spernacchiare il potere che oggi è il politicamente corretto invece se tocchi la nato i vaccini i migranti o i gay qui in italia sei moo 	vaccini	il vignettista noi dovremmo spernacchiare il potere che oggi è il politicamente corretto invece se tocchi la nato i  i migranti o i gay qui in italia sei moo 	vignettista dovremmo spernacchiare potere oggi politicamente corretto invece tocchi nato migranti gay qui italia moo
88	Iniziate voi: fatevene 10 dosi, ma di quelle vere, non placebo, poi vediamo come state.https://t.co/P3rHUCs7SX	1.0	1.0	2023-09-14 11:31	iniziate voi fatevene  dosi ma di quelle vere non placebo poi vediamo come state	vaccini	iniziate voi fatevene  dosi ma di quelle vere non placebo poi vediamo come state	iniziate fatevene dosi vere placebo poi vediamo state
89	Kariko e Weissman ottengono il Nobel, non per aver inventato i vaccini a mRNA (perché lo ha fatto Robert Malone) ma per aver aggiunto la pseudouridina che ha consentito la produzione di un numero illimitato di tossine spike in quella che avrebbe potuto essere una piattaforma https://t.co/7F36Pp6BYt	1.0	0.0	2023-10-02 17:56	kariko e weissman ottengono il nobel non per aver inventato i vaccini a mrna perché lo ha fatto robe malone ma per aver aggiunto la pseudouridina che ha consentito la produzione di un numero illimitato di tossine spike in quella che avrebbe potuto essere una piattaforma 	vaccini	kariko e weissman ottengono il nobel non per aver inventato i  a mrna perché lo ha fatto robe malone ma per aver aggiunto la pseudouridina che ha consentito la produzione di un numero illimitato di tossine spike in quella che avrebbe potuto essere una piattaforma 	kariko weissman ottengono nobel aver inventato mrna fatto robe malone aver aggiunto pseudouridina consentito produzione numero illimitato tossine spike potuto essere piattaforma
90	"La gente comincia a mobilitarsi contro i cosidetti ""vaccini"" Il #12ottobre in provincia di Varese  documentario è dibattito sugli effetti avversi dei sieri #SARSCoV2 @boni_castellane @lameduck1960 @BarbaraRaval @Entreri_Arnodas@bassarelli https://t.co/1S2M4jOGCn"	1.0	0.0	2023-10-01 14:47	la gente comincia a mobilitarsi contro i cosidetti vaccini il ottobre in provincia di varese  documentario è dibattito sugli effetti avversi dei sieri sarscov     	vaccini	la gente comincia a mobilitarsi contro i cosidetti  il ottobre in provincia di varese  documentario è dibattito sugli effetti avversi dei sieri sarscov     	gente comincia mobilitarsi cosidetti ottobre provincia varese documentario dibattito effetti avversi sieri sarscov
91	La mia stima a tutti i novax che per scelta personale non si sono vaccinati, ma nello stesso tempo non hanno rotto i coglioni a chi ha voluto farlo, e soprattutto non hanno innondato il web di stronzate fasulle sui vaccini.	1.0	0.0	2023-09-28 16:54	la mia stima a tutti i novax che per scelta personale non si sono vaccinati ma nello stesso tempo non hanno rotto i coglioni a chi ha voluto farlo e soprattutto non hanno innondato il web di stronzate fasulle sui vaccini	vaccini	la mia stima a tutti i novax che per scelta personale non si sono vaccinati ma nello stesso tempo non hanno rotto i coglioni a chi ha voluto farlo e soprattutto non hanno innondato il web di stronzate fasulle sui 	stima novax scelta personale vaccinati stesso tempo rotto coglioni voluto farlo soprattutto innondato web stronzate fasulle
92	La storia della madonna di gusdalupe il mantello di san Diego e i vaccini ......cosa dice la scienza .....  il mantello sembrerebbe  umana e viva...... https://t.co/rQlIAE3eo3	1.0	0.0	2023-09-21 14:37	la storia della madonna di gusdalupe il mantello di san diego e i vaccini cosa dice la scienza   il mantello sembrerebbe  umana e viva 	vaccini	la storia della madonna di gusdalupe il mantello di san diego e i  cosa dice la scienza   il mantello sembrerebbe  umana e viva 	storia madonna gusdalupe mantello san diego cosa dice scienza mantello sembrerebbe umana viva
93	La truffa mondiale sul #Covid e i finti #vaccini è potuta esserci perché c'è stato l'inganno sull' #11settembre2001 Da quel momento hanno capito che potevano raccontare la qualunque ed essere creduti, bastava avere in mano i #media La VU smontata ??https://t.co/8Em0aEVZ7w	1.0	0.0	2023-09-11 9:34	la truffa mondiale sul covid e i finti vaccini è potuta esserci perché cè stato linganno sull settembre da quel momento hanno capito che potevano raccontare la qualunque ed essere creduti bastava avere in mano i media la vu smontata 	vaccini	la truffa mondiale sul covid e i finti  è potuta esserci perché cè stato linganno sull settembre da quel momento hanno capito che potevano raccontare la qualunque ed essere creduti bastava avere in mano i media la vu smontata 	truffa mondiale covid finti potuta esserci cè stato linganno settembre quel momento capito potevano raccontare qualunque essere creduti bastava avere mano media vu smontata
94	L'effetto #pandemia e #vaccini ha screditato il mondo scientifico e le istituzioni! Quindi è molto più difficile imporre la narrativa green che è una chiara forzatura politico economica che favorirebbe ancora #Cina ed #India intanto fermate#geoingegneriahttps://t.co/FPy13GNeiY	1.0	0.0	2023-09-06 16:27	leffetto pandemia e vaccini ha screditato il mondo scientifico e le istituzioni quindi è molto più difficile imporre la narrativa green che è una chiara forzatura politico economica che favorirebbe ancora cina ed india intanto fermategeoingegneria	vaccini	leffetto pandemia e  ha screditato il mondo scientifico e le istituzioni quindi è molto più difficile imporre la narrativa green che è una chiara forzatura politico economica che favorirebbe ancora cina ed india intanto fermategeoingegneria	leffetto pandemia screditato mondo scientifico istituzioni quindi molto difficile imporre narrativa green chiara forzatura politico economica favorirebbe ancora cina india intanto fermategeoingegneria
98	L'Incidente di #Mestre spiegato facile.Le cause :??1?? #MaloreImprovviso ??2?? Bus Elettrico?????3?? Mancata manutenzione su guardrail e cavalcavia. I colpevoli sempre gli stessi: #vaccini politiche green e politici corrotti. Non avranno nessuna giustizia #4ottobre #Zaia #Brugnaro	1.0	1.0	2023-10-04 11:50	lincidente di mestre spiegato facilele cause  maloreimprovviso  bus elettrico mancata manutenzione su guardrail e cavalcavia i colpevoli sempre gli stessi vaccini politiche green e politici corrotti non avranno nessuna giustizia ottobre zaia brugnaro	vaccini	lincidente di mestre spiegato facilele cause  maloreimprovviso  bus elettrico mancata manutenzione su guardrail e cavalcavia i colpevoli sempre gli stessi  politiche green e politici corrotti non avranno nessuna giustizia ottobre zaia brugnaro	lincidente mestre spiegato facilele cause maloreimprovviso bus elettrico mancata manutenzione guardrail cavalcavia colpevoli sempre politiche green politici corrotti nessuna giustizia ottobre zaia brugnaro
99	Lo specialista di un vaccino sperimentale non esiste...Pubblicizzare vaccini sperimentali è folle, se per i bimbi è criminale. https://t.co/ljBVTqWYyy	1.0	0.0	2023-09-28 12:11	lo specialista di un vaccino sperimentale non esistepubblicizzare vaccini sperimentali è folle se per i bimbi è criminale 	vaccini	lo specialista di un vaccino sperimentale non esistepubblicizzare  sperimentali è folle se per i bimbi è criminale 	specialista vaccino sperimentale esistepubblicizzare sperimentali folle bimbi criminale
100	Ma eravamo complottisti!La #FDA conferma che #ossidodigrafene è presente nell'#mRNA dei #vaccini anti-COVID-19 dopo essere stata costretta a pubblicare documenti riservati di #Pfizer per ordine del #tribunalefederale degli #StatiUnitiDA THE EXPOSÉ DEL 14 LUGLIO 2023 	1.0	1.0	2023-10-16 6:24	ma eravamo complottistila fda conferma che ossidodigrafene è presente nellmrna dei vaccini anticovid  dopo essere stata costretta a pubblicare documenti riservati di pfizer per ordine del tribunalefederale degli statiunitida the exposé del  luglio  	vaccini	ma eravamo complottistila fda conferma che ossidodigrafene è presente nellmrna dei  anticovid  dopo essere stata costretta a pubblicare documenti riservati di pfizer per ordine del tribunalefederale degli statiunitida the exposé del  luglio  	complottistila fda conferma ossidodigrafene presente nellmrna anticovid dopo essere stata costretta pubblicare documenti riservati pfizer ordine tribunalefederale statiunitida the exposé luglio
102	Ma se avete fatto tutti i vaccini perché temete di prendere il #Covid ?	1.0	0.0	2023-09-11 9:56	ma se avete fatto tutti i vaccini perché temete di prendere il covid 	vaccini	ma se avete fatto tutti i  perché temete di prendere il covid 	fatto temete prendere covid
103	Malati gravi e morti tra gli «immuni»? «Colpa del paradosso dei vaccini di massa» https://t.co/YOzAeZMC6V	1.0	1.0	2023-10-11 9:36	malati gravi e moi tra gli immuni colpa del paradosso dei vaccini di massa 	vaccini	malati gravi e moi tra gli immuni colpa del paradosso dei  di massa 	malati gravi moi immuni colpa paradosso massa
106	Medico no vax sospeso invitato a parlare di Covid a Radio Rai di pandemia e vaccini nella trasmissione di Foa	1.0	0.0	2023-09-19 11:59	medico no vax sospeso invitato a parlare di covid a radio rai di pandemia e vaccini nella trasmissione di foa	vaccini	medico no vax sospeso invitato a parlare di covid a radio rai di pandemia e  nella trasmissione di foa	medico no vax sospeso invitato parlare covid radio rai pandemia trasmissione foa
107	Nei vaccini che hai liberamente assunto ,in ogni  porzione ci sono 1 miliardo di agenti patogeni ,affamati,e ansiosi.Visti con un particolare microscopio sembrano identici alle statue di terracotta trovati in https://t.co/cEsca9c34S sono fermi,qui si muovono.	1.0	1.0	2023-09-28 19:06	nei vaccini che hai liberamente assunto in ogni  porzione ci sono  miliardo di agenti patogeni affamatie ansiosivisti con un paicolare microscopio sembrano identici alle statue di terracotta trovati in  sono fermiqui si muovono	vaccini	nei  che hai liberamente assunto in ogni  porzione ci sono  miliardo di agenti patogeni affamatie ansiosivisti con un paicolare microscopio sembrano identici alle statue di terracotta trovati in  sono fermiqui si muovono	liberamente assunto ogni porzione miliardo agenti patogeni affamatie ansiosivisti paicolare microscopio sembrano identici statue terracotta trovati fermiqui muovono
109	"NON È ""SICURO E EFFICACE""1/Questo studio peer-reviewed DISTRUGGE la narrativa ufficiale sul finto #vaccino #mRNA per il #Covid Gli #effettiavversi di questi finti #vaccini hanno messo ""in ombra"" i beneficiErgo non è né sicuro né efficaceInoltre ??https://t.co/gqd5lPS7QE https://t.co/G1dh3xO1Ig"	1.0	1.0	2023-08-31 11:05	non è sicuro e efficacequesto studio peerreviewed distrugge la narrativa ufficiale sul finto vaccino mrna per il covid gli effettiavversi di questi finti vaccini hanno messo in ombra i beneficiergo non è né sicuro né efficaceinoltre  	vaccini	non è sicuro e efficacequesto studio peerreviewed distrugge la narrativa ufficiale sul finto vaccino mrna per il covid gli effettiavversi di questi finti  hanno messo in ombra i beneficiergo non è né sicuro né efficaceinoltre  	sicuro efficacequesto studio peerreviewed distrugge narrativa ufficiale finto vaccino mrna covid effettiavversi finti messo ombra beneficiergo né sicuro né efficaceinoltre
110	"Non vedo più video di gente che si attacca monetine al braccio parlando di ""grafene nei vaccini anti Covid"". Avranno riprovato dopo essersi lavati."	1.0	0.0	2023-09-03 9:22	non vedo più video di gente che si attacca monetine al braccio parlando di grafene nei vaccini anti covid  avranno riprovato dopo essersi lavati	vaccini	non vedo più video di gente che si attacca monetine al braccio parlando di grafene nei  anti covid  avranno riprovato dopo essersi lavati	vedo video gente attacca monetine braccio parlando grafene anti covid riprovato dopo essersi lavati
