,Annotator1,Annotator2,Annotator3,label,text clean,index
48,4,3,3,2,user_official 😁😁😁😁😁sapete quante varianti devono ancora uscire  parecchie e una cosa grave ///i vaccini non riescono ad anticipare perché è impossibile bloccare il mondo! !!!,B189
66,5,2,2,2,devo correggermi. ho scritto che la probabilit� di avere 2 #sids in 2 gemelli � 1 su 50 milioni. altri mi han fatto notare che la probabilit� che avvengano lo stesso giorno � maggiore. che avvengano lo stesso giorno del vaccino ancora di pi�. cos� arriviamo a 1 su 133 miliardi !!,A758
134,5,3,3,2,"l'#europa (450 milioni di abitanti( prenota 1.8 miliardi di vaccini...mettiamoci l'animo in pace, ce ne toccano 4 a testa per i prossimi anni!",B444
79,5,3,3,2,user lo avevo previsto. i vaccini saranno ritardati perché è un modo cinico per sfoltire le società dai vecchi pensionati. un gigantesco risparmio per le casse di tutti gli stati e un guadagno immenso per le maledette multinazionali farmaceutiche.,B297
18,6,3,3,2,aprite questa pagina e notate come i commenti ammessi sono solo quelli favorevoli a questa vergognosa iniziativa. e' censura vera e propria della libertà di pensiero e di espressione perpetrata giornalmente dal user_it  #nazipass #nazivax  link,B166
30,6,3,3,2,"#nessunacorrelazione, quindi #vaccinoaigiornalisti che hanno sempre sostenuto l'obbligo.",B10
100,6,3,3,2,"fa il vaccino pfizer alle 14 45 muore alle 16,30   link",B76
223,6,3,3,2,penso che sia questione di tempo poi verra’ fuori davvero lo schifo che sta dietro questi presunti vaccini!!!,B164
259,6,3,3,2,"nessuna correlazione, ma un nesso c' è.  a chi è morto un caro ucciso dal vaccino non girano le palle neanche un po'?",B141
41,6,3,3,2,"user_grim vogliamo ricordare la diretta televisiva della processione natalizia del vaccino che ha attraversato il brennero e poi è arrivato a roma? giorni e giorni di giubilo perché ormai si vedeva la luce in fondo al tunnel. ecco, tre mesi dopo eccoci qua nel caos totale.",B66
420,0,1,2,2,"se non si trova la cura,non dico il vaccino ma una cura,riaprire sarà quasi impossibile!cosa riapriremo?fabbriche e qualche negozio,stop! scuole,teatri,ristoranti,bar,librerie,discoteche,lidi balneari,sarà impossibile link vita sarà impossibile con il #covid",A1236
256,0,2,1,2,user e il vaccino c'è l'hanno in caso qualcosa o qualcuno di loro dovesse succedergli qualcosa,A208
35,0,2,3,2,"#covid19, #fauci: ""non torneremo alla normalità almeno per un anno. la soluzione vera è il #vaccino"". giusto il tempo che ci vuole per metterlo in commercio. link",A392
80,0,2,3,2,"ma la concomitanza di vaccino anti influenzale, e durante la cura, degli antivirali e l'intubazione, non hanno influito in nulla secondo il vs esperto?",A1058
254,0,2,4,2,"� assolutamente essenziale fare prima possibile: devono sbrigarsi a produrre il vaccino per il #coronavirusitalia. se ci mettono troppo, il virus si estingue da solo, la massa di teledeficenti terrorizzati si accorge che l'apocalisse non c'� stata e chi cazzo glielo compera pi�?",A1379
5,1,2,3,2,trump cerca di accapparrarsi il vaccino anti covid19. quindi vuol dire che cel hanno gia! il virus evidentemente è da laboratorio!,A1285
126,1,2,3,2,questa volta sono stati troppo precipitosi per... link,A1198
175,1,3,2,2,"mamma a:"" ho appena fatto il vaccino a c. pensavo fosse l'ultimo invece mi hanno detto che ne ha ancora uno il 18/12"" mamma b.:"" ma scusa quale ha fatto!?"" mamma a. ""ah boh... io porto e lo vaccinano!non so cosa gli fanno"" #vaccini #genitoriresponsabili #lafedenellascienzah #fede",A1068
250,1,4,2,2,come volevasi dimostrare... oplà!  la società farmaceutica americana ''moderna'' e' vicina al primo vaccino contro il coronavirus link,A586
102,2,0,5,2,"#dovesonofinitiisivax  appello a tutti i #buriones  ok  il vostro momento, fatevi avanti. ????  un istituto di ricerca di seattle sar il primo nel paese a ospitare studi clinici per testare il vaccino contro il coronavirus su 45 persone. link",A397
84,2,1,0,2,obiettivo settembre per il vaccino anti-covid | attualità oxford link #novaccino #fbclid=iwar0f7pau21rcmrfkcrsjyd6gs5ecogs1zlj0rcg7awwtsahuso6yiqcqica,A1125
182,3,1,4,2,"covid, muore a 52 anni dopo il vaccino pfizer: richiesta autopsia | virgilionotizie link",B283
294,3,2,1,2,"coronavirus, vaccino moderna: speculazione e conflitto di interesse? - link",A693
119,3,4,2,2,"#domandedasomaro 5) perch il governo usa metodi da #gestapo contro chi tenta di analizzare i #vaccini per verificare la loro sicurezza, ma protegge con ogni mezzo le ditte produttrici, addirittura le esonera da ogni responsabilit per danno da #vaccino??? link link",A396
4,3,5,6,2,user hanno vaccinato le pecore purtroppo per loro sono rimasti i lupi,B316
265,4,2,1,2,"le indagini condotte hanno evidenziato una chiara negligenza del personale sanitario: le infermiere  mescolarono al vaccino un miorilassante, un farmaco che rilassa i tutti i muscoli dellorganismo, anzich della semplice soluzione fisiologica. link link",A1031
163,4,2,3,2,"tutto corrono a vaccinarsi contro la meningite quando il superbatterio new delhi continua imperterrito a mietere vittime...eppure se ne parla molto poco! sapete perch? perch non esiste, al momento, nessun vaccino in commercio... tranquilli si stanno organizzando... link",A1296
160,5,1,3,2,"a #controcorrente #fedriga nega che il vaccino crei le nuove varianti. poi ""io sono favorevole alle scelte del governo fino ad oggi compreso il #greenpass "".  il centrodestra che dovremmo votare.",B438
571,5,4,2,2,"""ammalato di tumore all'orecchio, ex dipendente telecom vince la causa: ora usa solo auricolari con il filo""  in questo caso la consulenza medica del tribunale  corretta o, come nei casi di danni da vaccino, dobbiamo pensare che non siano degli esperti? link",A18
