	Text	Vaccine content	Vaccine safety	text_clean	Filter	text_without_stopwords	text_wo_filter_word
46	Λειτουργούν τα ενημερωμένα εμβόλια για τον COVID-19 κατά των πιο πρόσφατων στελεχών της νόσου; Τι λένε οι ειδικοί;https://t.co/dySr5Jm3ny	1	0	λειτουργούν τα ενημερωμένα εμβόλια για τον covid  κατά των πιο πρόσφατων στελεχών της νόσου τι λένε οι ειδικοί	COVID-19	λειτουργούν τα ενημερωμένα εμβόλια για τον covid κατά των πιο πρόσφατων στελεχών της νόσου τι λένε οι ειδικοί	λειτουργούν τα ενημερωμένα εμβόλια για τον covid  κατά των πιο πρόσφατων στελεχών της νόσου τι λένε οι ειδικοί
47	"❌ No, este video viral de un ojo con ""una criatura con tentáculos"" no está relacionado con la vacuna contra el COVID-19.https://t.co/H8zemkFoFy https://t.co/K5bBlMrEny"	1	0	 no este video viral de un ojo con una criatura con tentáculos no está relacionado con la vacuna contra el covid  	COVID-19	este video viral de un ojo con una criatura con tentáculos está relacionado con la vacuna contra el covid	 no este video viral de un ojo con una criatura con tentáculos no está relacionado con la vacuna contra el covid  
1	https://t.co/srkp8m25gy via @the_jbs https://t.co/7ici5rvkye	1	1	 via _jbs 	coronavirus	via _jbs	 via _jbs 
2	"meet ""shots heard"" member dorit reiss, the uc hastings prof. of law dismantling your rights.#shots #doritreiss #law #dismantling #rights #uchastings #healthcare #lawprofessional #coronavirus @cdcgov @us_fda @nyugrossman https://t.co/ht6qkthmy1 "	1	1	meet shots heard member dorit reiss the uc hastings prof of law dismantling your rightsshots doritreiss law dismantling rights uchastings healthcare lawprofessional coronavirus  _fda   	coronavirus	meet shots heard member dorit reiss uc hastings prof law dismantling rightsshots doritreiss law dismantling rights uchastings healthcare lawprofessional coronavirus _fda	meet shots heard member dorit reiss the uc hastings prof of law dismantling your rightsshots doritreiss law dismantling rights uchastings healthcare lawprofessional   _fda   
3	they want to kill you folks: biden said friday he plans to request more money from congress to develop a fresh coronavirus vaccine, adding he may require everyone to take it whether they have been previously vaccinated or not.	1	1	they want to kill you folks biden said friday he plans to request more money from congress to develop a fresh coronavirus vaccine  adding he may require everyone to take it whether they have been previously vaccinated or not	coronavirus	want kill folks biden said friday plans request money congress develop fresh coronavirus vaccine adding may require everyone take whether previously vaccinated	they want to kill you folks biden said friday he plans to request more money from congress to develop a fresh  vaccine  adding he may require everyone to take it whether they have been previously vaccinated or not
4	warning! #remdesivir kills! warning! pcr tests do not detect c19.warning! c19 was a #bioweapon released on the world! now it comes from the #mrna jabs!natural #coronavirus in human beings is a cold.literally just went through this scenario with my daughter's co-worker ... https://t.co/8qi9fhj8f5	1	1	warning remdesivir kills warning pcr tests do not detect c1warning c1 was a bioweapon released on the world now it comes from the mrna jabsnatural coronavirus in human beings is a coldliterally just went through this scenario with my daughters coworker  	coronavirus	warning remdesivir kills warning pcr tests detect c1warning c1 bioweapon released world comes mrna jabsnatural coronavirus human beings coldliterally went scenario daughters coworker	warning remdesivir kills warning pcr tests do not detect c1warning c1 was a bioweapon released on the world now it comes from the mrna jabsnatural  in human beings is a coldliterally just went through this scenario with my daughters coworker  
5	who can we sue if it kills people.fda authorizes, approves updated covid-19 boosters https://t.co/xngk9fzbdx via @justthenews	1	1	who can we sue if it kills peoplefda authorizes approves updated covid  boosters  via 	coronavirus	sue kills peoplefda authorizes approves updated covid boosters via	who can we sue if it kills peoplefda authorizes approves updated covid  boosters  via 
6	zuckerborg's threads: covid blocked in search.@lauramiers @denise_dewald @amethystarlight https://t.co/ifhlcpsr71	1	1	zuckerborgs threads covid blocked in search _dewald  	coronavirus	zuckerborgs threads covid blocked search _dewald	zuckerborgs threads covid blocked in search _dewald  
7	RT @DrKellyVictory: There's a reason we have NEVER had an effective vaccine for a coronavirus; they simply mutate too quickly. Tragically, these shots are FAR worse than simply ineffective; they're unsafe. #FactsNotFear #RightSideOfHistory	1	0	  theres a reason we have never had an effective vaccine for a coronavirus they simply mutate too quickly tragically these shots are far worse than simply ineffective theyre unsafe factsnotfear rightsideofhistory	coronavirus	theres reason never effective vaccine coronavirus simply mutate quickly tragically shots far worse simply ineffective theyre unsafe factsnotfear rightsideofhistory	  theres a reason we have never had an effective vaccine for a  they simply mutate too quickly tragically these shots are far worse than simply ineffective theyre unsafe factsnotfear rightsideofhistory
8	RT @JuliaRaifman: How did headlines proclaiming the pandemic was ending in spring 2021, or that only 1 in 5000 vaccinated people would contract COVID, misinform leaders? Ultimately 475K COVID deaths in 2021 drove much of our decline in life expectancy vs peer countrieshttps://t.co/2ZQm5YnKwS https://t.co/IK4KusG6VI	1	0	  how did headlines proclaiming the pandemic was ending in spring 2021 or that only 1 in 5000 vaccinated people would contract covid  misinform leaders ultimately 475k covid deaths in 2021 drove much of our decline in life expectancy vs peer countries 	coronavirus	headlines proclaiming pandemic ending spring 2021 1 5000 vaccinated people would contract covid misinform leaders ultimately 475k covid deaths 2021 drove much decline life expectancy vs peer countries	  how did headlines proclaiming the pandemic was ending in spring 2021 or that only 1 in 5000 vaccinated people would contract covid  misinform leaders ultimately 475k covid deaths in 2021 drove much of our decline in life expectancy vs peer countries 
9	"""Children at Barack Obama Global Prep Academy in Los Angeles Unified School District (LAUSD) were apparently vaccinated against the coronavirus without the consent or knowledge of parents, according to a mother.""https://t.co/wRwP9mPM3j via @BreitbartNews"	1	0	children at barack obama global prep academy in los angeles unified school district lausd were apparently vaccinated against the coronavirus without the consent or knowledge of parents according to a mother via 	coronavirus	children barack obama global prep academy los angeles unified school district lausd apparently vaccinated coronavirus without consent knowledge parents according mother via	children at barack obama global prep academy in los angeles unified school district lausd were apparently vaccinated against the  without the consent or knowledge of parents according to a mother via 
10	"""The U.S. Centers for Disease Control and Prevention has stopped printing coronavirus vaccination cards since the federal government is no longer distributing vaccines. The cards, which were once essential to getting into places like restaurants, festivals and bars, have… https://t.co/NC6HL7nCJE"	1	0	the us centers for disease control and prevention has stopped printing coronavirus vaccination cards since the federal government is no longer distributing vaccine  the cards which were once essential to getting into places like restaurants festivals and bars have 	coronavirus	us centers disease control prevention stopped printing coronavirus vaccination cards since federal government longer distributing vaccine cards essential getting places like restaurants festivals bars	the us centers for disease control and prevention has stopped printing  vaccination cards since the federal government is no longer distributing vaccine  the cards which were once essential to getting into places like restaurants festivals and bars have 
