	Text	Vaccine content	Vaccine safety	Filter
155	"he's not anti-vaxx.""the first amendment protects google's judgment that it will not help spread dangerous anti-vaxx propaganda,"" google lawyers said.""plaintiff has not shown that the government so 'insinuated itself into a position of interdependence' with google or that it…"	1	0	vaxx
156	here's some context about the greatness of @djokernole . yes, he's won 24 grand slam titles. a staggering 8 in the last three years. he also lost in the finals of 2 more, and he was banned from competing in 2 more because because he's never received the covid vaxx!	1	0	vaxx
157	"https://t.co/snqjhvhr3cdo tell me how covid vaxx improves the health of shrimp. ""shrimp have become the latest addition to a growing list of food sources targeted by mrna gene therapy technology. an israeli company seeking to bring mrna vaccines to shrimp farming has raised"	1	0	vaxx
158	https://t.co/y2iduqswin	1	0	vaxx
159	it's fall time 🍂 &amp; we've been waiting for these recommendations. please put the #covidvaccine on your annual #influenzavaccine schedule. 💉💪🏽general rule of thumb is to get your vaxx on board before halloween! 🎃👻💀🕸️🕷️🦇reach out if you have ??? https://t.co/n4adb9hbx3	1	0	vaxx
160	its great the canadian government is building more housing - we need it.  its not so great the government is the landlord.  add in universal basic income and watch what happens when you say no to a vaxx.  you will own nothing and you will be happy.  #agenda2030	1	0	vaxx
161	looking forward to being a part of the 5g zombie apocalypse. i've been triple jabbed in hopes of turning. i will then have the brain power of the anti-vaxx morons that believe in crap like that.  #zombieapocalypse https://t.co/sqjje0yteh	1	0	vaxx
162	medical journal disappears new study tying covid vaxx to deaths https://t.co/66ntt8ia5h	1	0	vaxx
163	my heart problems from drinking and smoking all my life. if i die i made the choice . i never got vaxx. https://t.co/w4rlrtkyjt	1	0	vaxx
164	my marriage in a nutshell. post about my big friday plans being waylaid by a double vaxx only to have the husband correct me. https://t.co/hjrxehd3cm	1	0	vaxx
165	oh no…rfk jr. is running as an independent.  he might take all of the anti-vaxx votes. https://t.co/omhwpyq1cf	1	0	vaxx
166	ouchhh…double vaxx'ed and achey. i need cuddles and kisses to be nursed back to health https://t.co/3cqjqrdajn	1	0	vaxx
167	our @walgreens are closed on weekends so you have to get dr. &amp; insurance to fill days early to adapt. long lines, people w/out appts. want vaxx delaying prescription fills, irate people yelling. i hate waiting up to 2 hrs to get a fill. i agree-fix this!https://t.co/d0cegxp3u4	1	0	vaxx
168	remember that c19 vaxx's only lower the risk of #airborneaids (long covid) by 15%. you still run the risk of catching c19 &amp; developing long term symptoms and diseases after being vaxxed. mask up folks! article link: https://t.co/sjugnw0hbe https://t.co/b0iytscopl	1	0	vaxx
169	rfk jr. says dems rigging primary against him! moderna lauds ant-vaxx at... https://t.co/bfqfiyvton via @youtube	1	0	vaxx
170	say it ain't so..... who cares about the onlyfans, but the anti-vaxx opinion is so dumb and gross  https://t.co/bq3bn722cv	1	0	vaxx
171	silver lining last time? they will mandate and force vaxx everyone in the coming next round. https://t.co/egryeh2q6i	1	0	vaxx
172	the biggest vaxx mandate flip flop ever by news host! https://t.co/jtbkrjynz7 via @youtube #tjds	1	0	vaxx
173	"the key word here is ""effective."" if its as effective as the last vaxxes against covid, we'll have many more 1000s of pages of studies reporting vaxx injuries and deaths. can't wait...updated moderna shot effective against new variant https://t.co/ob3d5g7xxo"	1	0	vaxx
174	the vaxx cult is deranged and lost.  barring any personal injuries they admit are vaxx-caused, there is no reasoning with them at this point. 😔	1	0	vaxx
175	"the way you really know the gop is now just a personality cult is that the one wedge ""idea"" deluded operatives think they can use—anti-fauci, anti-vaxx—isn't doing anything to dampen trump's support.maga voters can't even be made to care about that. they love trump. that's it."	1	0	vaxx
176	twitter leftists tend to not have an ounce of nuance, they generally don't believe in climate change, and they are often anti vaxx. they buy right wing talking points about these things while claiming to be marxists. genuinely pathetic and incoherent	1	0	vaxx
177	unless you get the vaxx - then under no circumstance do any vigorous activitynew study suggests exercise is key to preventing covid-19   – https://t.co/nn5asb50df https://t.co/cpmfrdcpyx	1	0	vaxx
178	vaxx ?https://t.co/xfr6cyer52	1	0	vaxx
179	vaxx doesn't protect against new varianthttps://t.co/urh4gtzqen	1	0	vaxx
180	vaxxinity ( $vaxx ) buy or sell recommendation is strong hold #stocks #news #wallstreet https://t.co/yvgx5o5pea	1	0	vaxx
181	wear your masks, get your vaxx! https://t.co/txt264fndy	1	0	vaxx
182	why do people think trump should be held responsible for vaxx injuries?he isn't a doctor.he never mandated it.he made sure we had numerous other options.(and he couldn't fire fauci.)big pharma and bad governors should be held responsible.	1	0	vaxx
183	"yesterday i interviewed @peterhotez at the @texastribune #tribfest23   in this clip i ask him about what science mag has called ""long vaxx"", post vaxx persistent adverse reactions. all of a sudden he had to go.watch the full interview here: https://t.co/8fa9tkwewp https://t.co/lizx6yphca"	1	0	vaxx
184	» edward dowd warns the globalist are planning something big to cover up covid vaxx deaths - forbidden knowledge tv https://t.co/b2mnuyecqj	1	0	vaxx
