	Text	Vaccine content	Vaccine safety	Filter	text_clean	text_wo_filter_word	text_wo_stopwords_or_filter
47	" @dogrightgirl: ""we will be encouraging, as i have said before, americans to get their updated covid-19 vaccine""and i will continue to say fuck off😘😘 https://t.co/ur5pywllqj"	1.0	0	COVID-19	  we will be encouraging as i have said before americans to get their updated covid  vaccine and i will continue to say fuck off 	  we will be encouraging as i have said before americans to get their updated covid  vaccine and i will continue to say fuck off 	encouraging said americans get updated covid vaccine continue say fuck
48	" @dr_jon_l: i understand reading is hard @charliekirk11 - but i am curious how you completely ignored ""people who have previously had covid"" and concluded the covid-19 vaccine increases your risk of catching the new variant? https://t.co/dmxcyaiirq"	1.0	0	COVID-19	 _jon_l i understand reading is hard   but i am curious how you completely ignored people who have previously had covid  and concluded the covid  vaccine increases your risk of catching the new variant 	 _jon_l i understand reading is hard   but i am curious how you completely ignored people who have previously had covid  and concluded the covid  vaccine increases your risk of catching the new variant 	_jon_l understand reading hard curious completely ignored people previously covid concluded covid vaccine increases risk catching new variant
49	 @endracehating: 🔥huge victory!ten new york city school teachers who were fired for refusing the covid-19 vaccine on religious grounds must be reinstated with back pay, benefits, seniority &amp; attorney fees effective immediately, a ny state supreme court judge ruled today.https://t.co/mu3nb4fhm6	1.0	0	COVID-19	  huge victoryten new york city school teachers who were fired for refusing the covid  vaccine on religious grounds must be reinstated with back pay benefits seniority  attorney fees effective immediately a ny state supreme cou judge ruled today	  huge victoryten new york city school teachers who were fired for refusing the covid  vaccine on religious grounds must be reinstated with back pay benefits seniority  attorney fees effective immediately a ny state supreme cou judge ruled today	huge victoryten new york city school teachers fired refusing covid vaccine religious grounds must reinstated back pay benefits seniority attorney fees effective immediately ny state supreme cou judge ruled today
50	 @foxla: the huntington beach city council narrowly voted to approve a declaration to ban universal mask and covid-19 vaccine mandates in the city.  https://t.co/nsid81v0fp	1.0	0	COVID-19	  the huntington beach city council narrowly voted to approve a declaration to ban universal mask and covid  vaccine mandates in the city  	  the huntington beach city council narrowly voted to approve a declaration to ban universal mask and covid  vaccine mandates in the city  	huntington beach city council narrowly voted approve declaration ban universal mask covid vaccine mandates city
51	 @highbrow_nobrow: moderna on wednesday said clinical trial data showed its updated covid-19 vaccine will likely be effective against the highly-mutated ba.2.86 subvariant of the coronavirus that has raised fears of a resurgence of infections.@reutershttps://t.co/zrl40wmofu	1.0	0	COVID-19	 _nobrow moderna on wednesday said clinical trial data showed its updated covid  vaccine will likely be effective against the highlymutated ba8 subvariant of the coronavirus that has raised fears of a resurgence of infectionstcozrlwmofu	 _nobrow moderna on wednesday said clinical trial data showed its updated covid  vaccine will likely be effective against the highlymutated ba8 subvariant of the coronavirus that has raised fears of a resurgence of infectionstcozrlwmofu	_nobrow moderna wednesday said clinical trial data showed updated covid vaccine likely effective highlymutated ba8 subvariant coronavirus raised fears resurgence infectionstcozrlwmofu
52	 @highwiretalk: right now - @icandecide  obtained internal cdc presentation which shows it knew for months that covid-19 vaccine efficacy was waning and kept it a secret, back in sept of 2021tune in now	1.0	0	COVID-19	  right now    obtained internal cdc presentation which shows it knew for months that covid  vaccine efficacy was waning and kept it a secret back in sept of tune in now	  right now    obtained internal cdc presentation which shows it knew for months that covid  vaccine efficacy was waning and kept it a secret back in sept of tune in now	right obtained internal cdc presentation shows knew months covid vaccine efficacy waning kept secret back sept tune
53	 @icandecide: breaking news: internal cdc presentation shows it knew for months that covid-19 vaccine efficacy was waning and kept it a secrethttps://t.co/oe7moxa6gd	1.0	0	COVID-19	  breaking news internal cdc presentation shows it knew for months that covid  vaccine efficacy was waning and kept it a secret	  breaking news internal cdc presentation shows it knew for months that covid  vaccine efficacy was waning and kept it a secret	breaking news internal cdc presentation shows knew months covid vaccine efficacy waning kept secret
54	 @jamesfloveiv: moderna says its new covid-19 vaccine protects against the ba.2.86 variant - time https://t.co/utgjse6g9k	1.0	0	COVID-19	  moderna says its new covid  vaccine protects against the ba8 variant  time 	  moderna says its new covid  vaccine protects against the ba8 variant  time 	moderna says new covid vaccine protects ba8 variant time
55	" @jlawrencenc: unfortunately, signing an amicus brief is not a ""legislative victory"" for ""no covid mandates.""there was a path to such a victory: @brianeharrison's covid-19 vaccine freedom bill, but it never got a vote in the texas house.why?"	1.0	0	COVID-19	  unfounately signing an amicus brief is not a legislative victory for no covid mandatesthere was a path to such a victory s covid  vaccine freedom bill but it never got a vote in the texas housewhy	  unfounately signing an amicus brief is not a legislative victory for no covid mandatesthere was a path to such a victory s covid  vaccine freedom bill but it never got a vote in the texas housewhy	unfounately signing amicus brief legislative victory covid mandatesthere path victory covid vaccine freedom bill never got vote texas housewhy
56	" @johnshopkinssph: ""people are confused in terms of when they should get boosters, who's eligible, how long they have to wait,"" said @andrewpekosz. ""i think this all will factor into a simplification of the covid-19 vaccine program that follows what we do for influenza."" https://t.co/kfc58ha0rb"	1.0	0	COVID-19	  people are confused in terms of when they should get boosters whos eligible how long they have to wait said  i think this all will factor into a simplification of the covid  vaccine program that follows what we do for influenza 	  people are confused in terms of when they should get boosters whos eligible how long they have to wait said  i think this all will factor into a simplification of the covid  vaccine program that follows what we do for influenza 	people confused terms get boosters whos eligible long wait said think factor simplification covid vaccine program follows influenza
57	 @jonathanstea: misinformed horse uses covid-19 vaccine to treat worm infestation.https://t.co/dzll2w3ugr https://t.co/qzcaboiv4l	1.0	0	COVID-19	  misinformed horse uses covid  vaccine to treat worm infestation 	  misinformed horse uses covid  vaccine to treat worm infestation 	misinformed horse uses covid vaccine treat worm infestation
