	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word
91	La mia stima a tutti i novax che per scelta personale non si sono vaccinati, ma nello stesso tempo non hanno rotto i coglioni a chi ha voluto farlo, e soprattutto non hanno innondato il web di stronzate fasulle sui vaccini.	1.0	0.0	2023-09-28 16:54	la mia stima a tutti i novax che per scelta personale non si sono vaccinati ma nello stesso tempo non hanno rotto i coglioni a chi ha voluto farlo e soprattutto non hanno innondato il web di stronzate fasulle sui vaccini	vaccini	la mia stima a tutti i novax che per scelta personale non si sono vaccinati ma nello stesso tempo non hanno rotto i coglioni a chi ha voluto farlo e soprattutto non hanno innondato il web di stronzate fasulle sui 
92	La storia della madonna di gusdalupe il mantello di san Diego e i vaccini ......cosa dice la scienza .....  il mantello sembrerebbe  umana e viva...... https://t.co/rQlIAE3eo3	1.0	0.0	2023-09-21 14:37	la storia della madonna di gusdalupe il mantello di san diego e i vaccini cosa dice la scienza   il mantello sembrerebbe  umana e viva 	vaccini	la storia della madonna di gusdalupe il mantello di san diego e i  cosa dice la scienza   il mantello sembrerebbe  umana e viva 
93	La truffa mondiale sul #Covid e i finti #vaccini è potuta esserci perché c'è stato l'inganno sull' #11settembre2001 Da quel momento hanno capito che potevano raccontare la qualunque ed essere creduti, bastava avere in mano i #media La VU smontata ??https://t.co/8Em0aEVZ7w	1.0	0.0	2023-09-11 9:34	la truffa mondiale sul covid e i finti vaccini è potuta esserci perché cè stato linganno sull settembre da quel momento hanno capito che potevano raccontare la qualunque ed essere creduti bastava avere in mano i media la vu smontata 	vaccini	la truffa mondiale sul covid e i finti  è potuta esserci perché cè stato linganno sull settembre da quel momento hanno capito che potevano raccontare la qualunque ed essere creduti bastava avere in mano i media la vu smontata 
94	L'effetto #pandemia e #vaccini ha screditato il mondo scientifico e le istituzioni! Quindi è molto più difficile imporre la narrativa green che è una chiara forzatura politico economica che favorirebbe ancora #Cina ed #India intanto fermate#geoingegneriahttps://t.co/FPy13GNeiY	1.0	0.0	2023-09-06 16:27	leffetto pandemia e vaccini ha screditato il mondo scientifico e le istituzioni quindi è molto più difficile imporre la narrativa green che è una chiara forzatura politico economica che favorirebbe ancora cina ed india intanto fermategeoingegneria	vaccini	leffetto pandemia e  ha screditato il mondo scientifico e le istituzioni quindi è molto più difficile imporre la narrativa green che è una chiara forzatura politico economica che favorirebbe ancora cina ed india intanto fermategeoingegneria
98	L'Incidente di #Mestre spiegato facile.Le cause :??1?? #MaloreImprovviso ??2?? Bus Elettrico?????3?? Mancata manutenzione su guardrail e cavalcavia. I colpevoli sempre gli stessi: #vaccini politiche green e politici corrotti. Non avranno nessuna giustizia #4ottobre #Zaia #Brugnaro	1.0	1.0	2023-10-04 11:50	lincidente di mestre spiegato facilele cause  maloreimprovviso  bus elettrico mancata manutenzione su guardrail e cavalcavia i colpevoli sempre gli stessi vaccini politiche green e politici corrotti non avranno nessuna giustizia ottobre zaia brugnaro	vaccini	lincidente di mestre spiegato facilele cause  maloreimprovviso  bus elettrico mancata manutenzione su guardrail e cavalcavia i colpevoli sempre gli stessi  politiche green e politici corrotti non avranno nessuna giustizia ottobre zaia brugnaro
99	Lo specialista di un vaccino sperimentale non esiste...Pubblicizzare vaccini sperimentali è folle, se per i bimbi è criminale. https://t.co/ljBVTqWYyy	1.0	0.0	2023-09-28 12:11	lo specialista di un vaccino sperimentale non esistepubblicizzare vaccini sperimentali è folle se per i bimbi è criminale 	vaccini	lo specialista di un vaccino sperimentale non esistepubblicizzare  sperimentali è folle se per i bimbi è criminale 
100	Ma eravamo complottisti!La #FDA conferma che #ossidodigrafene è presente nell'#mRNA dei #vaccini anti-COVID-19 dopo essere stata costretta a pubblicare documenti riservati di #Pfizer per ordine del #tribunalefederale degli #StatiUnitiDA THE EXPOSÉ DEL 14 LUGLIO 2023 	1.0	1.0	2023-10-16 6:24	ma eravamo complottistila fda conferma che ossidodigrafene è presente nellmrna dei vaccini anticovid  dopo essere stata costretta a pubblicare documenti riservati di pfizer per ordine del tribunalefederale degli statiunitida the exposé del  luglio  	vaccini	ma eravamo complottistila fda conferma che ossidodigrafene è presente nellmrna dei  anticovid  dopo essere stata costretta a pubblicare documenti riservati di pfizer per ordine del tribunalefederale degli statiunitida the exposé del  luglio  
102	Ma se avete fatto tutti i vaccini perché temete di prendere il #Covid ?	1.0	0.0	2023-09-11 9:56	ma se avete fatto tutti i vaccini perché temete di prendere il covid 	vaccini	ma se avete fatto tutti i  perché temete di prendere il covid 
103	Malati gravi e morti tra gli «immuni»? «Colpa del paradosso dei vaccini di massa» https://t.co/YOzAeZMC6V	1.0	1.0	2023-10-11 9:36	malati gravi e moi tra gli immuni colpa del paradosso dei vaccini di massa 	vaccini	malati gravi e moi tra gli immuni colpa del paradosso dei  di massa 
106	Medico no vax sospeso invitato a parlare di Covid a Radio Rai di pandemia e vaccini nella trasmissione di Foa	1.0	0.0	2023-09-19 11:59	medico no vax sospeso invitato a parlare di covid a radio rai di pandemia e vaccini nella trasmissione di foa	vaccini	medico no vax sospeso invitato a parlare di covid a radio rai di pandemia e  nella trasmissione di foa
107	Nei vaccini che hai liberamente assunto ,in ogni  porzione ci sono 1 miliardo di agenti patogeni ,affamati,e ansiosi.Visti con un particolare microscopio sembrano identici alle statue di terracotta trovati in https://t.co/cEsca9c34S sono fermi,qui si muovono.	1.0	1.0	2023-09-28 19:06	nei vaccini che hai liberamente assunto in ogni  porzione ci sono  miliardo di agenti patogeni affamatie ansiosivisti con un paicolare microscopio sembrano identici alle statue di terracotta trovati in  sono fermiqui si muovono	vaccini	nei  che hai liberamente assunto in ogni  porzione ci sono  miliardo di agenti patogeni affamatie ansiosivisti con un paicolare microscopio sembrano identici alle statue di terracotta trovati in  sono fermiqui si muovono
109	"NON È ""SICURO E EFFICACE""1/Questo studio peer-reviewed DISTRUGGE la narrativa ufficiale sul finto #vaccino #mRNA per il #Covid Gli #effettiavversi di questi finti #vaccini hanno messo ""in ombra"" i beneficiErgo non è né sicuro né efficaceInoltre ??https://t.co/gqd5lPS7QE https://t.co/G1dh3xO1Ig"	1.0	1.0	2023-08-31 11:05	non è sicuro e efficacequesto studio peerreviewed distrugge la narrativa ufficiale sul finto vaccino mrna per il covid gli effettiavversi di questi finti vaccini hanno messo in ombra i beneficiergo non è né sicuro né efficaceinoltre  	vaccini	non è sicuro e efficacequesto studio peerreviewed distrugge la narrativa ufficiale sul finto vaccino mrna per il covid gli effettiavversi di questi finti  hanno messo in ombra i beneficiergo non è né sicuro né efficaceinoltre  
110	"Non vedo più video di gente che si attacca monetine al braccio parlando di ""grafene nei vaccini anti Covid"". Avranno riprovato dopo essersi lavati."	1.0	0.0	2023-09-03 9:22	non vedo più video di gente che si attacca monetine al braccio parlando di grafene nei vaccini anti covid  avranno riprovato dopo essersi lavati	vaccini	non vedo più video di gente che si attacca monetine al braccio parlando di grafene nei  anti covid  avranno riprovato dopo essersi lavati
114	"@tradori 15/11/2022G20, Meloni: ""Covid superato grazie a vaccini e personale medico""""Non sacrificare libertà per tutela  della salute""  ""185 milioni di euro al Fondo Globale per sconfiggere l'HIV, la tubercolosi e la malaria. L'Italia tra i primi dieci donatori""https://t.co/7zw9xkoGoM"	1.0	0.0	2023-09-03 6:25	 g meloni covid superato grazie a vaccini e personale mediconon sacrificare libeà per tutela  della salute  8 milioni di euro al fondo globale per sconfiggere lhiv la tubercolosi e la malaria litalia tra i primi dieci donatori	vaccini	 g meloni covid superato grazie a  e personale mediconon sacrificare libeà per tutela  della salute  8 milioni di euro al fondo globale per sconfiggere lhiv la tubercolosi e la malaria litalia tra i primi dieci donatori
115	Oggi come ieri serve un sistema immunitario integro, anziché  un corpo trasformato in fabbrica di spike e di coaguli coi #vaccini #mRna! Si penta Bassetti, si penta ??O chieda, caso mai, un vaccino per #Covid a #virus attivato, vecchia maniera Lo aspettiamo da troppo tempo!! https://t.co/AEkLLNpLns	1.0	1.0	2023-10-01 7:36	oggi come ieri serve un sistema immunitario integro anziché  un corpo trasformato in fabbrica di spike e di coaguli coi vaccini mrna si penta bassetti si penta o chieda caso mai un vaccino per covid a virus attivato vecchia maniera lo aspettiamo da troppo tempo 	vaccini	oggi come ieri serve un sistema immunitario integro anziché  un corpo trasformato in fabbrica di spike e di coaguli coi  mrna si penta bassetti si penta o chieda caso mai un vaccino per covid a virus attivato vecchia maniera lo aspettiamo da troppo tempo 
116	PATOLOGIE DA VACCINI COVID KILLER IN UN SOLO NOME: SPIKE-PATIA! Tremendo e Colossale Studio sui Gravi Danni da Sieri Genici mRNA https://t.co/lTN3UU1ImB	1.0	1.0	2023-09-10 11:27	patologie da vaccini covid killer in un solo nome spikepatia tremendo e colossale studio sui gravi danni da sieri genici mrna 	vaccini	patologie da  covid killer in un solo nome spikepatia tremendo e colossale studio sui gravi danni da sieri genici mrna 
117	"PECCATO ANTIGENICO ORIGINALE: questi vaccini a base del virus di Wuhan stanno guidando la reinfezione cronica con Omicron. Dr. Robert Malone: ??""Questo problema dell'imprinting immunitario sta causando, in parte significativa, la reinfezione cronica che stiamo vedendo negli"	1.0	1.0	2023-09-01 22:35	peccato antigenico originale questi vaccini a base del virus di wuhan stanno guidando la reinfezione cronica con omicron dr robe malone questo problema dellimprinting immunitario sta causando in pae significativa la reinfezione cronica che stiamo vedendo negli	vaccini	peccato antigenico originale questi  a base del virus di wuhan stanno guidando la reinfezione cronica con omicron dr robe malone questo problema dellimprinting immunitario sta causando in pae significativa la reinfezione cronica che stiamo vedendo negli
118	"Per esempio: ""Se non ti vaccini muori e fai morire"".NON È VERO. Ma quanti ci credono ancora? https://t.co/Rkoy1b8VDd"	1.0	0.0	2023-09-30 11:44	per esempio se non ti vaccini muori e fai morirenon è vero ma quanti ci credono ancora 	vaccini	per esempio se non ti  muori e fai morirenon è vero ma quanti ci credono ancora 
119	Per quanto riguardo i vaccini molta gente si ribellerà quelli che mi preoccupa sono le RSA dove ci sono persone fragili e indifese !!! Io spero che il governo impedisca una cosa del genere e metta fine a questo schifo perché qui si parla di tutto tranne di quello che succede !!!	1.0	0.0	2023-09-05 21:52	per quanto riguardo i vaccini molta gente si ribellerà quelli che mi preoccupa sono le rsa dove ci sono persone fragili e indifese  io spero che il governo impedisca una cosa del genere e metta fine a questo schifo perché qui si parla di tutto tranne di quello che succede 	vaccini	per quanto riguardo i  molta gente si ribellerà quelli che mi preoccupa sono le rsa dove ci sono persone fragili e indifese  io spero che il governo impedisca una cosa del genere e metta fine a questo schifo perché qui si parla di tutto tranne di quello che succede 
120	Per tutti i novax che danno i numeri contro i vaccini ancora oggi dopo 2 anni e mezzo,che si vantano di non averli fatti e di aver contratto il virus anche più volte e che è stato un semplice raffreddore,che dicono che i vaccinati hanno già un piede nella fossa,io comincerei a	1.0	1.0	2023-09-08 8:30	per tutti i novax che danno i numeri contro i vaccini ancora oggi dopo  anni e mezzoche si vantano di non averli fatti e di aver contratto il virus anche più volte e che è stato un semplice raffreddoreche dicono che i vaccinati hanno già un piede nella fossaio comincerei a	vaccini	per tutti i novax che danno i numeri contro i  ancora oggi dopo  anni e mezzoche si vantano di non averli fatti e di aver contratto il virus anche più volte e che è stato un semplice raffreddoreche dicono che i vaccinati hanno già un piede nella fossaio comincerei a
121	Perché La Stampa di Giannini punge l'Ue per i vaccini Pfizer e Novavax https://t.co/EZ13BECsCN	1.0	0.0	2023-09-18 16:55	perché la stampa di giannini punge lue per i vaccini pfizer e novavax 	vaccini	perché la stampa di giannini punge lue per i  pfizer e novavax 
123	Perché mai vi meravigliate del Nobel alla medicina a Karikò e Weismann, se è stato conferito il Nobel per la pace ad Obama ?#NobelPrize #Karikó #weismann #Medicina #COVID19 #vaccini #PACE #Obama	1.0	0.0	2023-10-03 14:30	perché mai vi meravigliate del nobel alla medicina a karikò e weismann se è stato conferito il nobel per la pace ad obama nobelprize karikó weismann medicina covid  vaccini pace obama	vaccini	perché mai vi meravigliate del nobel alla medicina a karikò e weismann se è stato conferito il nobel per la pace ad obama nobelprize karikó weismann medicina covid   pace obama
125	"Premio Nobel a chi ha inventato i "" vaccini rMNA"" salvando "" milioni di persone"". Ora aspettiamo il Nobel per la pace a Zelensky..."	1.0	0.0	2023-10-03 10:48	premio nobel a chi ha inventato i  vaccini rmna salvando  milioni di persone ora aspettiamo il nobel per la pace a zelensky	vaccini	premio nobel a chi ha inventato i   rmna salvando  milioni di persone ora aspettiamo il nobel per la pace a zelensky
126	Premio Nobel ai creatori dei vaccini contro il Covid - #Premio #Nobel #creatori #vaccini https://t.co/4I8V4iVSri https://t.co/ZWRQFZMq5O	1.0	0.0	2023-10-02 12:12	premio nobel ai creatori dei vaccini contro il covid  premio nobel creatori vaccini  	vaccini	premio nobel ai creatori dei  contro il covid  premio nobel creatori   
127	Premio Nobel per la Medicina 2023 a Katalin Karikó e Drew Weissman per i vaccini a mRna contro il Covid-19 - FIRSTonline https://t.co/sAaqKgM3eM	1.0	0.0	2023-10-02 10:41	premio nobel per la medicina  a katalin karikó e drew weissman per i vaccini a mrna contro il covid   firstonline 	vaccini	premio nobel per la medicina  a katalin karikó e drew weissman per i  a mrna contro il covid   firstonline 
128	Presentato il primo protocollo di disintossicazione dalla Spike https://t.co/3id78YrgU5	1.0	1.0	2023-09-24 19:12	presentato il primo protocollo di disintossicazione dalla spike 	vaccini	presentato il primo protocollo di disintossicazione dalla spike 
131	Presentato il primo protocollo di disintossicazione dalla Spike https://t.co/CIgwiTdCgg	1.0	1.0	2023-09-13 8:34	presentato il primo protocollo di disintossicazione dalla spike 	vaccini	presentato il primo protocollo di disintossicazione dalla spike 
