	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filters
89	RT @BernieSpofforth: US - replacement for Anthony Fauci is announced as Dr. Jeanne Marrazzo. ? Mask lunatic ? Harder lockdowns? Vaccine mandates? WHO fanaticPrepare for climate lockdowns &amp; pollution masks ?? https://t.co/bOsJUPBjrG	1.0	0.0	2023-08-03 13:52	  us  replacement for anthony fauci is announced as dr jeanne marrazzo  mask lunatic  harder lockdowns vaccine mandates who fanaticprepare for climate lockdowns  pollution masks  	vaccine	  us  replacement for anthony fauci is announced as dr jeanne marrazzo  mask lunatic  harder lockdowns  mandates who fanaticprepare for climate lockdowns  pollution masks  	us replacement anthony fauci announced dr jeanne marrazzo mask lunatic harder lockdowns mandates fanaticprepare climate lockdowns pollution masks
90	RT @KathyConWom: We MUST stop monstrous #Moderna's £1500 child vaccine trial lure. It's so wicked. Why are children being treated as dispensable Guinea pigs? https://t.co/f4U2O341Vv	1.0	0.0	2023-08-03 14:01	  we must stop monstrous modernas  child vaccine trial lure its so wicked why are children being treated as dispensable guinea pigs 	vaccine	  we must stop monstrous modernas  child  trial lure its so wicked why are children being treated as dispensable guinea pigs 	must stop monstrous modernas child trial lure wicked children treated dispensable guinea pigs
93	RT @ake2306: Another example of exactly how this government treats the vaccine bereaved and vaccine injured.Disgusting ??????	1.0	1.0	2023-08-03 14:38	  another example of exactly how this government treats the vaccine bereaved and vaccine injureddisgusting 	vaccine	  another example of exactly how this government treats the  bereaved and  injureddisgusting 	another example exactly government treats bereaved injureddisgusting
94	RT @michaelpsenger: JUST IN: The Biden administration has picked its replacement for Anthony Fauci as the new head of NIAID: Dr. Jeanne Marrazzo, fanatical and outspoken supporter of COVID lockdowns, the WHO, vaccine and mask mandates for adults and children.https://t.co/uOIY7s1PpJ	1.0	0.0	2023-08-03 14:41	  just in the biden administration has picked its replacement for anthony fauci as the new head of niaid dr jeanne marrazzo fanatical and outspoken suppoer of covid lockdowns the who vaccine and mask mandates for adults and children	vaccine	  just in the biden administration has picked its replacement for anthony fauci as the new head of niaid dr jeanne marrazzo fanatical and outspoken suppoer of covid lockdowns the who  and mask mandates for adults and children	biden administration picked replacement anthony fauci new head niaid dr jeanne marrazzo fanatical outspoken suppoer covid lockdowns mask mandates adults children
96	RT @SaiKate108: A tough day for Pfizer Australia in Senate hearings today.Senator Gerard Rennick on fire as he forced them to admit they didn't understand the mechanism by which the vaccine causes myocarditis/ pericarditis.So much for trusting the science. They have no idea!! https://t.co/QMH59CsndY	1.0	1.0	2023-08-03 16:03	  a tough day for pfizer australia in senate hearings todaysenator gerard rennick on fire as he forced them to admit they didnt understand the mechanism by which the vaccine causes myocarditis pericarditisso much for trusting the science they have no idea 	vaccine	  a tough day for pfizer australia in senate hearings todaysenator gerard rennick on fire as he forced them to admit they didnt understand the mechanism by which the  causes myocarditis pericarditisso much for trusting the science they have no idea 	tough day pfizer australia senate hearings todaysenator gerard rennick fire forced admit didnt understand mechanism causes myocarditis pericarditisso much trusting science idea
100	"RT @mattjcan: Pfizer in the Australian Senate today:""I actually reject your statement that people were forced to take the vaccine."" https://t.co/6wKXdL4XTU"	1.0	0.0	2023-08-03 18:26	  pfizer in the australian senate todayi actually reject your statement that people were forced to take the vaccine  	vaccine	  pfizer in the australian senate todayi actually reject your statement that people were forced to take the   	pfizer australian senate todayi actually reject statement people forced take
101	RT @TruthAbtCovid: @jeffreyatucker @CeeKingJustice I was not anti-vax before the whole COVID farce which culminated with a vax that is not a vaccine. I am anti-vax now and even more anti-government. Which is incredible because pre-covid i did not think it was possible for me to be more ant-government than I already was.	1.0	0.0	2023-08-03 19:24	    i was not antivax before the whole covid farce which culminated with a vax that is not a vaccine  i am antivax now and even more antigovernment which is incredible because precovid i did not think it was possible for me to be more antgovernment than i already was	vaccine	    i was not antivax before the whole covid farce which culminated with a vax that is not a   i am antivax now and even more antigovernment which is incredible because precovid i did not think it was possible for me to be more antgovernment than i already was	antivax whole covid farce culminated vax antivax even antigovernment incredible precovid think possible antgovernment already
105	RT @DiedSuddenly_: Swiss study finds that COVID vaccine heart injury up to 20 times more common than previously claimedWhile the teenage son of basketball star LeBron James suffers a cardiac arrest, a Swiss study has found that COVID 'vaccine' heart injuries may be far more common than previously https://t.co/EOUsTWtRg4	1.0	1.0	2023-08-03 20:49	  swiss study finds that covid vaccine hea injury up to  times more common than previously claimedwhile the teenage son of basketball star lebron james suffers a cardiac arrest a swiss study has found that covid vaccine  hea injuries may be far more common than previously 	vaccine	  swiss study finds that covid  hea injury up to  times more common than previously claimedwhile the teenage son of basketball star lebron james suffers a cardiac arrest a swiss study has found that covid   hea injuries may be far more common than previously 	swiss study finds covid hea injury times common previously claimedwhile teenage son basketball star lebron james suffers cardiac arrest swiss study found covid hea injuries may far common previously
106	RT @DrSuneelDhand: Then why did you force millions of women to take the COVID vaccine under the threat of a federal mandate, Madam Vice President? https://t.co/KYZXgZbXia	1.0	0.0	2023-08-03 20:56	  then why did you force millions of women to take the covid vaccine under the threat of a federal mandate madam vice president 	vaccine	  then why did you force millions of women to take the covid  under the threat of a federal mandate madam vice president 	force millions women take covid threat federal mandate madam vice president
109	RT @ABridgen: It's a shame the Telegraph don't mention the elephant in the room  which everyone else's can see - the vaccine harms. Apart from that it's a good article , they can't listen to the voters as they are bought and paid for.https://t.co/8mk54HIFKJ	1.0	1.0	2023-08-03 22:42	  its a shame the telegraph dont mention the elephant in the room  which everyone elses can see  the vaccine harms apa from that its a good aicle  they cant listen to the voters as they are bought and paid for	vaccine	  its a shame the telegraph dont mention the elephant in the room  which everyone elses can see  the  harms apa from that its a good aicle  they cant listen to the voters as they are bought and paid for	shame telegraph dont mention elephant room everyone elses see harms apa good aicle cant listen voters bought paid
